"M01                      ",1,0.506380021572113,0.632300019264221,1.41850066184998,1.02945172786713
"M01                      ",2,0.652300000190735,0.688499987125397,0.992918193340302,0.898077547550201
"M01                      ",3,0.707300007343292,0.716099977493286,0.845978438854218,0.841624915599823
"M01                      ",4,0.745800018310547,0.76639997959137,0.734403848648071,0.688920319080353
"M01                      ",5,0.774999976158142,0.772199988365173,0.646746277809143,0.671430885791779
"M02                      ",1,0.714179992675781,0.761099994182587,0.835662603378296,0.719803094863892
"M02                      ",2,0.729860007762909,0.754899978637695,0.787190914154053,0.732803344726563
"M02                      ",3,0.739979982376099,0.773400008678436,0.753227293491364,0.66992598772049
"M02                      ",4,0.750020027160645,0.773899972438812,0.723463177680969,0.690569400787354
"M02                      ",5,0.755720019340515,0.794200003147125,0.711600601673126,0.616267800331116
"M03                      ",1,0.771399974822998,0.841400027275085,0.6804119348526,0.470963329076767
"M03                      ",2,0.817300021648407,0.849500000476837,0.534174084663391,0.438731580972672
"M03                      ",3,0.828939974308014,0.860300004482269,0.498163670301437,0.407522648572922
"M03                      ",4,0.835799992084503,0.857599973678589,0.472729086875916,0.409971088171005
"M03                      ",5,0.84254002571106,0.864499986171722,0.455014020204544,0.400893181562424
"M04                      ",1,0.790719985961914,0.854399979114532,0.61352014541626,0.413226842880249
"M04                      ",2,0.827899992465973,0.862800002098083,0.494474411010742,0.401421368122101
"M04                      ",3,0.83872002363205,0.866400003433228,0.464010864496231,0.381106436252594
"M04                      ",4,0.845459997653961,0.869599997997284,0.441209524869919,0.37476372718811
"M04                      ",5,0.850380003452301,0.873399972915649,0.426865547895432,0.367474555969238
"M05                      ",1,0.8160799741745,0.864199995994568,0.547508120536804,0.396962106227875
"M05                      ",2,0.862540006637573,0.867200016975403,0.397984564304352,0.379120290279388
"M05                      ",3,0.883239984512329,0.873600006103516,0.337257534265518,0.366253703832626
"M05                      ",4,0.895940005779266,0.872500002384186,0.298834174871445,0.369648009538651
"M05                      ",5,0.908800005912781,0.87610000371933,0.259107232093811,0.361162930727005
"M06                      ",1,0.789719998836517,0.870899975299835,0.63874876499176,0.385416805744171
"M06                      ",2,0.878679990768433,0.889800012111664,0.359924525022507,0.324434190988541
"M06                      ",3,0.912039995193481,0.888599991798401,0.260687679052353,0.324197858572006
"M06                      ",4,0.934040009975433,0.894500017166138,0.198166146874428,0.327027350664139
"M06                      ",5,0.95194000005722,0.876600027084351,0.14378722012043,0.384710609912872
"M07                      ",1,0.934840023517609,0.892499983310699,0.195071756839752,0.332313388586044
"M07                      ",2,0.948740005493164,0.900200009346008,0.149514496326447,0.311500132083893
"M07                      ",3,0.963039994239807,0.89190000295639,0.109526768326759,0.371060192584991
"M07                      ",4,0.969600021839142,0.895900011062622,0.089373342692852,0.348885267972946
"M07                      ",5,0.975600004196167,0.894299983978271,0.0731676518917084,0.369142770767212
